1 Johannes_1Joh_62_1_1_Das da von Anfang war, das wir gehört haben, das wir gesehen haben mit unsern Augen, das wir beschaut haben und unsre Hände betastet haben, vom Wort des Lebens
1 Johannes_1Joh_62_1_2_und das Leben ist erschienen, und wir haben gesehen und bezeugen und verkündigen euch das Leben, das ewig ist, welches war bei dem Vater und ist uns erschienen:
1 Johannes_1Joh_62_1_3_was wir gesehen und gehört haben, das verkündigen wir euch, auf daß ihr mit uns Gemeinschaft habt; und unsre Gemeinschaft ist mit dem Vater und mit seinem Sohn Jesus Christus.
1 Johannes_1Joh_62_1_4_Und solches schreiben wir euch, auf daß eure Freude völlig sei.
1 Johannes_1Joh_62_1_5_Und das ist die Verkündigung, die wir von ihm gehört haben und euch verkündigen, daß Gott Licht ist und in ihm ist keine Finsternis.
1 Johannes_1Joh_62_1_6_So wir sagen, daß wir Gemeinschaft mit ihm haben, und wandeln in der Finsternis, so lügen wir und tun nicht die Wahrheit.
1 Johannes_1Joh_62_1_7_So wir aber im Licht wandeln, wie er im Licht ist, so haben wir Gemeinschaft untereinander, und das Blut Jesu Christi, seines Sohnes, macht uns rein von aller Sünde.
1 Johannes_1Joh_62_1_8_So wir sagen, wir haben keine Sünde, so verführen wir uns selbst, und die Wahrheit ist nicht in uns.
1 Johannes_1Joh_62_1_9_So wir aber unsre Sünden bekennen, so ist er treu und gerecht, daß er uns die Sünden vergibt und reinigt uns von aller Untugend.
1 Johannes_1Joh_62_1_10_So wir sagen, wir haben nicht gesündigt, so machen wir ihn zum Lügner, und sein Wort ist nicht in uns.
1 Johannes_1Joh_62_2_1_Meine Kindlein, solches schreibe ich euch, auf daß ihr nicht sündiget. Und ob jemand sündigt, so haben wir einen Fürsprecher bei dem Vater, Jesum Christum, der gerecht ist.
1 Johannes_1Joh_62_2_2_Und derselbe ist die Versöhnung für unsre Sünden, nicht allein aber für die unseren sondern auch für die der ganzen Welt.
1 Johannes_1Joh_62_2_3_Und an dem merken wir, daß wir ihn kennen, so wir seine Gebote halten.
1 Johannes_1Joh_62_2_4_Wer da sagt: Ich kenne ihn, und hält seine Gebote nicht, der ist ein Lügner, und in solchem ist keine Wahrheit.
1 Johannes_1Joh_62_2_5_Wer aber sein Wort hält, in solchem ist wahrlich die Liebe Gottes vollkommen. Daran erkennen wir, daß wir in ihm sind.
1 Johannes_1Joh_62_2_6_Wer da sagt, daß er in ihm bleibt, der soll auch wandeln, gleichwie er gewandelt hat.
1 Johannes_1Joh_62_2_7_Brüder, ich schreibe euch nicht ein neues Gebot, sondern das alte Gebot, das ihr habt von Anfang gehabt. Das alte Gebot ist das Wort, das ihr von Anfang gehört habt.
1 Johannes_1Joh_62_2_8_Wiederum ein neues Gebot schreibe ich euch, das da wahrhaftig ist bei ihm und bei euch; denn die Finsternis vergeht, und das wahre Licht scheint jetzt.
1 Johannes_1Joh_62_2_9_Wer da sagt, er sei im Licht, und haßt seinen Bruder, der ist noch in der Finsternis.
1 Johannes_1Joh_62_2_10_Wer seinen Bruder liebt, der bleibt im Licht, und ist kein Ärgernis bei ihm.
1 Johannes_1Joh_62_2_11_Wer aber seinen Bruder haßt, der ist in der Finsternis und wandelt in der Finsternis und weiß nicht, wo er hin geht; denn die Finsternis hat seine Augen verblendet.
1 Johannes_1Joh_62_2_12_Liebe Kindlein, ich schreibe euch; denn die Sünden sind euch vergeben durch seinen Namen.
1 Johannes_1Joh_62_2_13_Ich schreibe euch Vätern; denn ihr kennt den, der von Anfang ist. Ich schreibe euch Jünglingen; denn ihr habt den Bösewicht überwunden.
1 Johannes_1Joh_62_2_14_Ich habe euch Kindern geschrieben; denn ihr kennet den Vater. Ich habe euch Vätern geschrieben; denn ihr kennt den, der von Anfang ist. Ich habe euch Jünglingen geschrieben; denn ihr seid stark, und das Wort Gottes bleibt bei euch, und ihr habt den Bösewicht überwunden.
1 Johannes_1Joh_62_2_15_Habt nicht lieb die Welt noch was in der Welt ist. So jemand die Welt liebhat, in dem ist nicht die Liebe des Vaters.
1 Johannes_1Joh_62_2_16_Denn alles, was in der Welt ist: des Fleisches Lust und der Augen Lust und hoffärtiges Leben, ist nicht vom Vater, sondern von der Welt.
1 Johannes_1Joh_62_2_17_Und die Welt vergeht mit ihrer Lust; wer aber den Willen Gottes tut, der bleibt in Ewigkeit.
1 Johannes_1Joh_62_2_18_Kinder, es ist die letzte Stunde! Und wie ihr gehört habt, daß der Widerchrist kommt, so sind nun viele Widerchristen geworden; daher erkennen wir, daß die letzte Stunde ist.
1 Johannes_1Joh_62_2_19_Sie sind von uns ausgegangen, aber sie waren nicht von uns. Denn wo sie von uns gewesen wären, so wären sie ja bei uns geblieben; aber es sollte offenbar werden, daß nicht alle von uns sind.
1 Johannes_1Joh_62_2_20_Und ihr habt die Salbung von dem, der heilig ist, und wisset alles.
1 Johannes_1Joh_62_2_21_Ich habe euch nicht geschrieben, als wüßtet ihr die Wahrheit nicht; sondern ihr wisset sie und wisset, daß keine Lüge aus der Wahrheit kommt.
1 Johannes_1Joh_62_2_22_Wer ist ein Lügner, wenn nicht, der da leugnet, daß Jesus der Christus sei? Das ist der Widerchrist, der den Vater und den Sohn leugnet.
1 Johannes_1Joh_62_2_23_Wer den Sohn leugnet, der hat auch den Vater nicht; wer den Sohn bekennt, der hat auch den Vater.
1 Johannes_1Joh_62_2_24_Was ihr nun gehört habt von Anfang, das bleibe bei euch. So bei euch bleibt, was ihr von Anfang gehört habt, so werdet ihr auch bei dem Sohn und dem Vater bleiben.
1 Johannes_1Joh_62_2_25_Und das ist die Verheißung, die er uns verheißen hat: das ewige Leben.
1 Johannes_1Joh_62_2_26_Solches habe ich euch geschrieben von denen, die euch verführen.
1 Johannes_1Joh_62_2_27_Und die Salbung, die ihr von ihm empfangen habt, bleibt bei euch, und ihr bedürfet nicht, daß euch jemand lehre; sondern wie euch die Salbung alles lehrt, so ist's wahr und ist keine Lüge, und wie sie euch gelehrt hat, so bleibet bei ihm.
1 Johannes_1Joh_62_2_28_Und nun, Kindlein, bleibet bei ihm, auf daß, wenn er offenbart wird, wir Freudigkeit haben und nicht zu Schanden werden vor ihm bei seiner Zukunft.
1 Johannes_1Joh_62_2_29_So ihr wisset, daß er gerecht ist, so erkennet ihr auch, daß, wer recht tut, der ist von ihm geboren.
1 Johannes_1Joh_62_3_1_Sehet, welch eine Liebe hat uns der Vater erzeigt, daß wir Gottes Kinder sollen heißen! Darum kennt euch die Welt nicht; denn sie kennt ihn nicht.
1 Johannes_1Joh_62_3_2_Meine Lieben, wir sind nun Gottes Kinder; und es ist noch nicht erschienen, was wir sein werden. Wir wissen aber, wenn es erscheinen wird, daß wir ihm gleich sein werden; denn wir werden ihn sehen, wie er ist.
1 Johannes_1Joh_62_3_3_Und ein jeglicher, der solche Hoffnung hat zu ihm, der reinigt sich, gleichwie er auch rein ist.
1 Johannes_1Joh_62_3_4_Wer Sünde tut, der tut auch Unrecht, und die Sünde ist das Unrecht.
1 Johannes_1Joh_62_3_5_Und ihr wisset, daß er ist erschienen, auf daß er unsre Sünden wegnehme, und es ist keine Sünde in ihm.
1 Johannes_1Joh_62_3_6_Wer in ihm bleibt, der sündigt nicht; wer da sündigt, der hat ihn nicht gesehen noch erkannt.
1 Johannes_1Joh_62_3_7_Kindlein, laßt euch niemand verführen! Wer recht tut, der ist gerecht, gleichwie er gerecht ist.
1 Johannes_1Joh_62_3_8_Wer Sünde tut, der ist vom Teufel; denn der Teufel sündigt von Anfang. Dazu ist erschienen der Sohn Gottes, daß er die Werke des Teufels zerstöre.
1 Johannes_1Joh_62_3_9_Wer aus Gott geboren ist, der tut nicht Sünde, denn sein Same bleibt bei ihm; und kann nicht sündigen, denn er ist von Gott geboren.
1 Johannes_1Joh_62_3_10_Daran wird's offenbar, welche die Kinder Gottes und die Kinder des Teufels sind.
1 Johannes_1Joh_62_3_11_Denn das ist die Botschaft, die ihr gehört habt von Anfang, daß wir uns untereinander lieben sollen.
1 Johannes_1Joh_62_3_12_Nicht wie Kain, der von dem Argen war und erwürgte seinen Bruder. Und warum erwürgte er ihn? Weil seine Werke böse waren, und die seines Bruders gerecht.
1 Johannes_1Joh_62_3_13_Verwundert euch nicht, meine Brüder, wenn euch die Welt haßt.
1 Johannes_1Joh_62_3_14_Wir wissen, daß wir aus dem Tode in das Leben gekommen sind; denn wir lieben die Brüder. Wer den Bruder nicht liebt, der bleibt im Tode.
1 Johannes_1Joh_62_3_15_Wer seinen Bruder haßt, der ist ein Totschläger; und ihr wisset, daß ein Totschläger hat nicht das ewige Leben bei ihm bleibend.
1 Johannes_1Joh_62_3_16_Daran haben wir erkannt die Liebe, daß er sein Leben für uns gelassen hat; und wir sollen auch das Leben für die Brüder lassen.
1 Johannes_1Joh_62_3_17_Wenn aber jemand dieser Welt Güter hat und sieht seinen Bruder darben und schließt sein Herz vor ihm zu, wie bleibt die Liebe Gottes bei ihm?
1 Johannes_1Joh_62_3_18_Meine Kindlein, laßt uns nicht lieben mit Worten noch mit der Zunge, sondern mit der Tat und mit der Wahrheit.
1 Johannes_1Joh_62_3_19_Daran erkennen wir, daß wir aus der Wahrheit sind, und können unser Herz vor ihm damit stillen,
1 Johannes_1Joh_62_3_20_daß, so uns unser Herz verdammt, Gott größer ist denn unser Herz und erkennt alle Dinge.
1 Johannes_1Joh_62_3_21_Ihr Lieben, so uns unser Herz nicht verdammt, so haben wir eine Freudigkeit zu Gott,
1 Johannes_1Joh_62_3_22_und was wir bitten, werden wir von ihm nehmen; denn wir halten seine Gebote und tun, was vor ihm gefällig ist.
1 Johannes_1Joh_62_3_23_Und das ist sein Gebot, daß wir glauben an den Namen seines Sohnes Jesu Christi und lieben uns untereinander, wie er uns ein Gebot gegeben hat.
1 Johannes_1Joh_62_3_24_Und wer seine Gebote hält, der bleibt in ihm und er in ihm. Und daran erkennen wir, daß er in uns bleibt, an dem Geist, den er uns gegeben hat.
1 Johannes_1Joh_62_4_1_Ihr Lieben, glaubet nicht einem jeglichen Geist, sondern prüfet die Geister, ob sie von Gott sind; denn es sind viel falsche Propheten ausgegangen in die Welt.
1 Johannes_1Joh_62_4_2_Daran sollt ihr den Geist Gottes erkennen: ein jeglicher Geist, der da bekennt, daß Jesus Christus ist in das Fleisch gekommen, der ist von Gott;
1 Johannes_1Joh_62_4_3_und ein jeglicher Geist, der da nicht bekennt, daß Jesus Christus ist in das Fleisch gekommen, der ist nicht von Gott. Und das ist der Geist des Widerchrists, von welchem ihr habt gehört, daß er kommen werde, und er ist jetzt schon in der Welt.
1 Johannes_1Joh_62_4_4_Kindlein, ihr seid von Gott und habt jene überwunden; denn der in euch ist, ist größer, als der in der Welt ist.
1 Johannes_1Joh_62_4_5_Sie sind von der Welt; darum reden sie von der Welt, und die Welt hört sie.
1 Johannes_1Joh_62_4_6_Wir sind von Gott, und wer Gott erkennt, der hört uns; welcher nicht von Gott ist, der hört uns nicht. Daran erkennen wir den Geist der Wahrheit und den Geist des Irrtums.
1 Johannes_1Joh_62_4_7_Ihr Lieben, lasset uns untereinander liebhaben; denn die Liebe ist von Gott, und wer liebhat, der ist von Gott geboren und kennt Gott.
1 Johannes_1Joh_62_4_8_Wer nicht liebhat, der kennt Gott nicht; denn Gott ist Liebe.
1 Johannes_1Joh_62_4_9_Daran ist erschienen die Liebe Gottes gegen uns, daß Gott seinen eingeborenen Sohn gesandt hat in die Welt, daß wir durch ihn leben sollen.
1 Johannes_1Joh_62_4_10_Darin steht die Liebe: nicht, daß wir Gott geliebt haben, sondern daß er uns geliebt hat und gesandt seinen Sohn zur Versöhnung für unsre Sünden.
1 Johannes_1Joh_62_4_11_Ihr Lieben, hat uns Gott also geliebt, so sollen wir uns auch untereinander lieben.
1 Johannes_1Joh_62_4_12_Niemand hat Gott jemals gesehen. So wir uns untereinander lieben, so bleibt Gott in uns, und seine Liebe ist völlig in uns.
1 Johannes_1Joh_62_4_13_Daran erkennen wir, daß wir in ihm bleiben und er in uns, daß er uns von seinem Geiste gegeben hat.
1 Johannes_1Joh_62_4_14_Und wir haben gesehen und zeugen, daß der Vater den Sohn gesandt hat zum Heiland der Welt.
1 Johannes_1Joh_62_4_15_Welcher nun bekennt, daß Jesus Gottes Sohn ist, in dem bleibt Gott und er in Gott.
1 Johannes_1Joh_62_4_16_Und wir haben erkannt und geglaubt die Liebe, die Gott zu uns hat. Gott ist die Liebe; und wer in der Liebe bleibt, der bleibt in Gott und Gott in ihm.
1 Johannes_1Joh_62_4_17_Darin ist die Liebe völlig bei uns, daß wir eine Freudigkeit haben am Tage des Gerichts; denn gleichwie er ist, so sind auch wir in dieser Welt.
1 Johannes_1Joh_62_4_18_Furcht ist nicht in der Liebe, sondern die völlige Liebe treibt die Furcht aus; denn die Furcht hat Pein. Wer sich aber fürchtet, der ist nicht völlig in der Liebe.
1 Johannes_1Joh_62_4_19_Lasset uns ihn lieben; denn er hat uns zuerst geliebt.
1 Johannes_1Joh_62_4_20_So jemand spricht: \"Ich liebe Gott\", und haßt seinen Bruder, der ist ein Lügner. Denn wer seinen Bruder nicht liebt, den er sieht, wie kann er Gott lieben, den er nicht sieht?
1 Johannes_1Joh_62_4_21_Und dies Gebot haben wir von ihm, daß, wer Gott liebt, daß der auch seinen Bruder liebe.
1 Johannes_1Joh_62_5_1_Wer da glaubt, daß Jesus sei der Christus, der ist von Gott geboren; und wer da liebt den, der ihn geboren hat, der liebt auch den, der von ihm geboren ist.
1 Johannes_1Joh_62_5_2_Daran erkennen wir, daß wir Gottes Kinder lieben, wenn wir Gott lieben und seine Gebote halten.
1 Johannes_1Joh_62_5_3_Denn das ist die Liebe zu Gott, daß wir seine Gebote halten; und seine Gebote sind nicht schwer.
1 Johannes_1Joh_62_5_4_Denn alles, was von Gott geboren ist, überwindet die Welt; und unser Glaube ist der Sieg, der die Welt überwunden hat.
1 Johannes_1Joh_62_5_5_Wer ist aber, der die Welt überwindet, wenn nicht, der da glaubt, daß Jesus Gottes Sohn ist?
1 Johannes_1Joh_62_5_6_Dieser ist's, der da kommt mit Wasser und Blut, Jesus Christus; nicht mit Wasser allein, sondern mit Wasser und Blut. Und der Geist ist's, der da zeugt; denn der Geist ist die Wahrheit.
1 Johannes_1Joh_62_5_7_Denn drei sind, die da zeugen: der Geist und das Wasser und das Blut;
1 Johannes_1Joh_62_5_8_und die drei sind beisammen.
1 Johannes_1Joh_62_5_9_So wir der Menschen Zeugnis annehmen, so ist Gottes Zeugnis größer; denn Gottes Zeugnis ist das, das er gezeugt hat von seinem Sohn.
1 Johannes_1Joh_62_5_10_Wer da glaubt an den Sohn Gottes, der hat solches Zeugnis bei sich. Wer Gott nicht glaubt, der macht ihn zum Lügner; denn er glaubt nicht dem Zeugnis, das Gott zeugt von seinem Sohn.
1 Johannes_1Joh_62_5_11_Und das ist das Zeugnis, daß uns Gott das ewige Leben hat gegeben; und solches Leben ist in seinem Sohn.
1 Johannes_1Joh_62_5_12_Wer den Sohn Gottes hat, der hat das Leben; wer den Sohn Gottes nicht hat, der hat das Leben nicht.
1 Johannes_1Joh_62_5_13_Solches habe ich euch geschrieben, die ihr glaubet an den Namen des Sohnes Gottes, auf daß ihr wisset, daß ihr das ewige Leben habt, und daß ihr glaubet an den Namen des Sohnes Gottes.
1 Johannes_1Joh_62_5_14_Und das ist die Freudigkeit, die wir haben zu ihm, daß, so wir etwas bitten nach seinem Willen, so hört er uns.
1 Johannes_1Joh_62_5_15_Und so wir wissen, daß er uns hört, was wir bitten, so wissen wir, daß wir die Bitte haben, die wir von ihm gebeten haben.
1 Johannes_1Joh_62_5_16_So jemand sieht seinen Bruder sündigen eine Sünde nicht zum Tode, der mag bitten; so wird er geben das Leben denen, die da sündigen nicht zum Tode. Es gibt eine Sünde zum Tode; für die sage ich nicht, daß jemand bitte.
1 Johannes_1Joh_62_5_17_Alle Untugend ist Sünde; und es ist etliche Sünde nicht zum Tode.
1 Johannes_1Joh_62_5_18_Wir wissen, daß, wer von Gott geboren ist, der sündigt nicht; sondern wer von Gott geboren ist, der bewahrt sich, und der Arge wird ihn nicht antasten.
1 Johannes_1Joh_62_5_19_Wir wissen, daß wir von Gott sind und die ganze Welt im Argen liegt.
1 Johannes_1Joh_62_5_20_Wir wissen aber, daß der Sohn Gottes gekommen ist und hat uns einen Sinn gegeben, daß wir erkennen den Wahrhaftigen; und wir sind in dem Wahrhaftigen, in seinem Sohn Jesus Christus. Dieser ist der wahrhaftige Gott und das ewige Leben.
1 Johannes_1Joh_62_5_21_Kindlein, hütet euch vor den Abgöttern! Amen.
